"","QTL_ID","Symbol","Chromosome","Center_cM","Range_cM","Cood_A_bp","Coord_B_bp","Trait_Name","Significance","FlankMrkA2","FlankMrkA1","FlankMrkB1","FlankMrkB2"
"316",29008,"heaves","13",44,"108.90-108.90",0,100,"Recurrent airway obstruction","Significant","","","",""
"317",29009,"heaves","13",44.4,"108.90-108.90",0,100,"Recurrent airway obstruction","Significant","","","",""
"318",29010,"heaves","13",44.4,"108.90-108.90",0,100,"Recurrent airway obstruction","Significant","","","",""
"319",29011,"heaves","13",44.4,"108.90-108.90",0,100,"Recurrent airway obstruction","Significant","","","",""
"320",29012,"heaves","13",44.4,"108.90-108.90",0,100,"Recurrent airway obstruction","Significant","","","",""
"321",29013,"heaves","13",44.4,"108.90-108.90",0,100,"Recurrent airway obstruction","Significant","","","",""
"322",29014,"heaves","13",44.4,"108.90-108.90",0,100,"Recurrent airway obstruction","Significant","","","",""
"323",29015,"heaves","13",44.4,"108.90-108.90",0,100,"Recurrent airway obstruction","Significant","","","",""
"549",29241,"heaves","13",392.75,"1429.73-1429.73",24309385,24309425,"Recurrent airway obstruction","Significant","","","",""
"558",29250,"RHOD","13",NA,"1429.73-1429.73",31572912,31572952,"Rhodococcus equi infection","Significant","","","",""
"568",29260,"RHOD","13",NA,"1429.73-1429.73",31572912,31572952,"Rhodococcus equi infection","Significant","","","",""
"652",29465,"MFERT","13",178.43,"178.43-178.43",11044155,11044195,"male fertility","Significant",NA,NA,NA,NA
"653",29466,"MFERT","13",311.14,"311.14-311.14",19258258,19258298,"male fertility","Significant",NA,NA,NA,NA
"658",29472,"MFERT","13",145.96,"145.96-145.96",9034415,9034455,"male fertility","Significant",NA,NA,NA,NA
"659",29473,"MFERT","13",145.96,"145.96-145.97",9034482,9034522,"male fertility","Significant",NA,NA,NA,NA
"661",29475,"MFERT","13",145.05,"145.05-145.05",8977784,8977824,"male fertility","Significant",NA,NA,NA,NA
"662",29476,"MFERT","13",129.69,"129.69-129.69",8027152,8027192,"male fertility","Significant",NA,NA,NA,NA
"663",29477,"MFERT","13",135.44,"135.44-135.44",8382935,8382975,"male fertility","Significant",NA,NA,NA,NA
"673",29487,"MFERT","13",176.01,"176.01-176.01",10894193,10894233,"male fertility","Significant",NA,NA,NA,NA
"674",29488,"MFERT","13",145.21,"145.21-145.21",8987902,8987942,"male fertility","Significant",NA,NA,NA,NA
"675",29489,"MFERT","13",178.43,"178.43-178.43",11043896,11043936,"male fertility","Significant",NA,NA,NA,NA
"676",29490,"MFERT","13",148.38,"148.38-148.38",9183969,9184009,"male fertility","Significant",NA,NA,NA,NA
"677",29491,"MFERT","13",229.14,"229.14-229.14",14182648,14182688,"male fertility","Significant",NA,NA,NA,NA
"687",29501,"MFERT","13",24.9,"108.90-108.90",0,100,"male fertility","Significant",NA,NA,NA,NA
"819",65935,"MFERT","13",178.37,"178.37-178.37",11040359,11040399,"male fertility","Significant",NA,NA,NA,NA
"842",106357,"GAITED","13",605.14,"605.14-605.14",11381384,11381424,"Alternate gaits","Significant",NA,"","",NA
"890",137133,"heaves","13",NA,"",32843259,32843359,"Recurrent airway obstruction","Significant","","","",""
"1122",165838,"WITHIH","13",NA,"",41491538,41491578,"Withers height","Significant",NA,"","",NA
"1242",165959,"WITHIH","13",267.54,"267.54-267.54",16559127,16559167,"Withers height","Significant",NA,"","",NA
"1268",165986,"WITHIH","13",NA,"",41491538,41491578,"Withers height","Significant",NA,"","",NA
"1324",166042,"WITHIH","13",13.76,"13.76-13.76",851493,851533,"Withers height","Significant",NA,"","",NA
"1379",166098,"WITHIH","13",398.93,"398.93-398.93",24691941,24691981,"Withers height","Significant",NA,"","",NA
"1729",179361,"SUSBITE","13",35.78,"35.78-35.78",2214842,2214882,"Insect bite hypersensitivity","Significant","","","",""
"1804",179436,"SUSBITE","13",287.61,"287.61-287.61",17801664,17801704,"Insect bite hypersensitivity","Significant","","","",""
"1805",179437,"SUSBITE","13",287.61,"287.61-287.61",17801664,17801704,"Insect bite hypersensitivity","Significant","","","",""
"205",28354,"heaves","14",63,"",0,100,"Recurrent airway obstruction","Significant","","","",""
"220",28488,"OSTEO","14",158.7,"148.3 - 169.4",0,100,"Osteochondrosis","Significant","","","",""
"221",28489,"OSTEO","14",158,"146.4 - 162.5",0,100,"Osteochondrosis","Significant","","","",""
"576",29268,"RHOD","14",150.31,"150.31-150.31",3055253,3055293,"Rhodococcus equi infection","Significant","","","",""
"813",37924,"DWARF","14",6.39,"6.39-6.39",3761335,3761375,"Dwarfism","Significant","","","",""
"814",37925,"DWARF","14",9.2,"9.20-9.20",5418599,5418639,"Dwarfism","Significant","","","",""
"820",70906,"OSTEO","14",27.86,"27.86-27.86",16401758,16401798,"Osteochondrosis","Significant","","","",""
"821",70907,"OSTEO","14",58.23,"58.23-58.23",34284093,34284133,"Osteochondrosis","Significant","","","",""
"822",70908,"OSTEO","14",30.33,"30.33-30.33",17858956,17858996,"Osteochondrosis","Significant","","","",""
"823",70909,"OSTEO","14",30.35,"30.35-30.35",17866774,17866814,"Osteochondrosis","Significant","","","",""
"824",70910,"OSTEO","14",29.94,"29.94-29.94",17626639,17626679,"Osteochondrosis","Significant","","","",""
"826",70912,"OSTEO","14",57.12,"57.12-57.12",33629991,33630031,"Osteochondrosis","Significant","","","",""
"828",70914,"OSTEO","14",58.37,"58.37-58.37",34366568,34366608,"Osteochondrosis","Significant","","","",""
"829",70915,"OSTEO","14",29.78,"29.78-29.78",17534533,17534573,"Osteochondrosis","Significant","","","",""
"831",70917,"OSTEO","14",61.51,"61.51-61.51",36214343,36214383,"Osteochondrosis","Significant","","","",""
"889",135440,"LAMIN","14",117.67,"117.67-117.67",69276794,69276834,"Laminitis","Significant","","","",""
"950",160696,"SUSBITE","14",109.46,"109.34-109.58",64375388,64516633,"Insect bite hypersensitivity","Significant","","","",""
"1046",165762,"WITHIH","14",83.26,"83.26-83.26",49020413,49020453,"Withers height","Significant",NA,"","",NA
"1059",165775,"WITHIH","14",150.65,"150.65-150.65",88695189,88695229,"Withers height","Significant",NA,"","",NA
"1118",165834,"WITHIH","14",148.47,"148.47-148.47",87408215,87408255,"Withers height","Significant",NA,"","",NA
"1130",165847,"WITHIH","14",48,"48.00-48.00",28261026,28261066,"Withers height","Significant",NA,"","",NA
"1202",165919,"WITHIH","14",13.82,"13.82-13.82",8134629,8134669,"Withers height","Significant",NA,"","",NA
"1203",165920,"WITHIH","14",13.82,"13.82-13.82",8134689,8134729,"Withers height","Significant",NA,"","",NA
"1204",165921,"WITHIH","14",13.82,"13.82-13.82",8137605,8137645,"Withers height","Significant",NA,"","",NA
"1257",165975,"WITHIH","14",45.18,"45.18-45.18",26600403,26600443,"Withers height","Significant",NA,"","",NA
"1258",165976,"WITHIH","14",148.2,"148.20-148.20",87254668,87254708,"Withers height","Significant",NA,"","",NA
"1271",165989,"WITHIH","14",97.98,"97.98-97.98",57685583,57685623,"Withers height","Significant",NA,"","",NA
"1281",165999,"WITHIH","14",34.17,"34.17-34.17",20117592,20117632,"Withers height","Significant",NA,"","",NA
"1369",166088,"WITHIH","14",6.54,"6.54-6.54",3849792,3849832,"Withers height","Significant",NA,"","",NA
"1428",166147,"WITHIH","14",150.65,"150.65-150.65",88695189,88695229,"Withers height","Significant",NA,"","",NA
"1493",166212,"WITHIH","14",35.14,"35.14-35.14",20689024,20689064,"Withers height","Significant",NA,"","",NA
"1526",166245,"WITHIH","14",81.5,"81.50-81.50",47982500,47982540,"Withers height","Significant",NA,"","",NA
"1528",166247,"WITHIH","14",98.51,"98.51-98.51",57995629,57995669,"Withers height","Significant",NA,"","",NA
"1543",166262,"WITHIH","14",33.4,"33.40-33.40",19666695,19666735,"Withers height","Significant",NA,"","",NA
"1555",166274,"OSTD","14",27.86,"27.86-27.86",16401758,16401798,"Osteochondrosis dissecans","Significant","","","",""
"1556",166276,"OSTD","14",30.91,"30.91-30.91",18198800,18198840,"Osteochondrosis dissecans","Significant","","","",""
"1557",166277,"OSTD","14",30.91,"30.91-30.91",18198800,18198840,"Osteochondrosis dissecans","Significant","","","",""
"1558",166278,"OSTD","14",58.23,"58.23-58.23",34284093,34284133,"Osteochondrosis dissecans","Significant","","","",""
"1559",166280,"OSTD","14",59.12,"59.12-59.12",34803941,34803981,"Osteochondrosis dissecans","Significant","","","",""
"1560",166281,"OSTD","14",125.46,"125.46-125.46",73865928,73865968,"Osteochondrosis dissecans","Significant","","","",""
"1561",166282,"OSTD","14",125.46,"125.46-125.46",73865928,73865968,"Osteochondrosis dissecans","Significant","","","",""
"1562",166283,"OSTD","14",125.46,"125.46-125.46",73865928,73865968,"Osteochondrosis dissecans","Significant","","","",""
"1684",172513,"GAITED","14",2.67,"2.67-2.67",1570149,1570189,"Alternate gaits","Significant",NA,"","",NA
"1791",179423,"SUSBITE","14",23.07,"23.07-23.07",13580532,13580572,"Insect bite hypersensitivity","Significant","","","",""
"1792",179424,"SUSBITE","14",7.26,"7.26-7.26",4274240,4274280,"Insect bite hypersensitivity","Significant","","","",""
"1793",179425,"SUSBITE","14",115.5,"115.50-115.50",67999623,67999663,"Insect bite hypersensitivity","Significant","","","",""
"1794",179426,"SUSBITE","14",115.62,"115.62-115.62",68068535,68068575,"Insect bite hypersensitivity","Significant","","","",""
"1801",179433,"SUSBITE","14",92.4,"92.39-92.40",54397093,54397133,"Insect bite hypersensitivity","Significant","","","",""
"11",27150,"OSTEO","15",75.5,"",0,100,"Osteochondrosis","Significant","","","",""
"75",27214,"OSTEO","15",51,"",0,100,"Osteochondrosis","Significant","","","",""
"107",28256,"GPT","15",81.8,"",0,100,"Guttural pouch tympany","Significant","","","",""
"108",28257,"GPT","15",90.3,"",0,100,"Guttural pouch tympany","Significant","","","",""
"109",28258,"GPT","15",50.6,"",0,100,"Guttural pouch tympany","Significant","","","",""
"110",28259,"GPT","15",50.9,"",0,100,"Guttural pouch tympany","Significant","","","",""
"111",28260,"GPT","15",51.4,"",0,100,"Guttural pouch tympany","Significant","","","",""
"112",28261,"GPT","15",51.8,"",0,100,"Guttural pouch tympany","Significant","","","",""
"122",28271,"GPT","15",59.4,"",0,100,"Guttural pouch tympany","Significant","","","",""
"123",28272,"GPT","15",63.2,"",0,100,"Guttural pouch tympany","Significant","","","",""
"124",28273,"GPT","15",48.3,"",0,100,"Guttural pouch tympany","Significant","","","",""
"125",28274,"GPT","15",48.9,"",0,100,"Guttural pouch tympany","Significant","","","",""
"126",28275,"GPT","15",49.3,"",0,100,"Guttural pouch tympany","Significant","","","",""
"127",28276,"GPT","15",81.8,"",0,100,"Guttural pouch tympany","Significant","","","",""
"128",28277,"GPT","15",50.6,"",0,100,"Guttural pouch tympany","Significant","","","",""
"129",28278,"GPT","15",50.9,"",0,100,"Guttural pouch tympany","Significant","","","",""
"130",28279,"GPT","15",51.4,"",0,100,"Guttural pouch tympany","Significant","","","",""
"131",28280,"GPT","15",51.8,"",0,100,"Guttural pouch tympany","Significant","","","",""
"132",28281,"GPT","15",90.3,"",0,100,"Guttural pouch tympany","Significant","","","",""
"133",28282,"GPT","15",147.6,"",0,100,"Guttural pouch tympany","Significant","","","",""
"134",28283,"GPT","15",52.4,"",0,100,"Guttural pouch tympany","Significant","","","",""
"135",28284,"GPT","15",59.4,"",0,100,"Guttural pouch tympany","Significant","","","",""
"136",28285,"GPT","15",63.2,"",0,100,"Guttural pouch tympany","Significant","","","",""
"137",28286,"GPT","15",48.3,"",0,100,"Guttural pouch tympany","Significant","","","",""
"138",28287,"GPT","15",48.9,"",0,100,"Guttural pouch tympany","Significant","","","",""
"139",28288,"GPT","15",49.3,"",0,100,"Guttural pouch tympany","Significant","","","",""
"140",28289,"GPT","15",81.8,"",0,100,"Guttural pouch tympany","Significant","","","",""
"141",28290,"GPT","15",50.6,"",0,100,"Guttural pouch tympany","Significant","","","",""
"142",28291,"GPT","15",50.9,"",0,100,"Guttural pouch tympany","Significant","","","",""
"143",28292,"GPT","15",51.4,"",0,100,"Guttural pouch tympany","Significant","","","",""
"144",28293,"GPT","15",51.8,"",0,100,"Guttural pouch tympany","Significant","","","",""
"145",28294,"GPT","15",90.3,"",0,100,"Guttural pouch tympany","Significant","","","",""
"146",28295,"GPT","15",147.6,"",0,100,"Guttural pouch tympany","Significant","","","",""
"147",28296,"GPT","15",52.4,"",0,100,"Guttural pouch tympany","Significant","","","",""
"206",28355,"heaves","15",37.5,"",0,100,"Recurrent airway obstruction","Significant","","UMNe219","",""
"207",28356,"heaves","15",38.8,"",0,100,"Recurrent airway obstruction","Significant","","UMNe219","",""
"222",28490,"OSTEO","15",53.2,"51.7 - 53.3",0,100,"Osteochondrosis","Significant","","","",""
"223",28491,"OSTEO","15",52.5,"52.4 - 52.9",0,100,"Osteochondrosis","Significant","","","",""
"332",29024,"GPT","15",NA,"4170.68-4170.68",47572942,47572982,"Guttural pouch tympany","Significant","","","",""
"333",29025,"GPT","15",NA,"4170.68-4170.68",48050167,48050207,"Guttural pouch tympany","Significant","","","",""
"334",29026,"GPT","15",NA,"4170.68-4170.68",48501868,48501908,"Guttural pouch tympany","Significant","","","",""
"335",29027,"GPT","15",NA,"4170.68-4170.68",49189415,49189455,"Guttural pouch tympany","Significant","","","",""
"336",29028,"GPT","15",NA,"4170.68-4170.68",49690581,49690621,"Guttural pouch tympany","Significant","","","",""
"337",29029,"GPT","15",NA,"4170.68-4170.68",50057991,50058031,"Guttural pouch tympany","Significant","","","",""
"338",29030,"GPT","15",NA,"4170.68-4170.68",50570248,50570288,"Guttural pouch tympany","Significant","","","",""
"339",29031,"GPT","15",NA,"4170.68-4170.68",51041488,51041528,"Guttural pouch tympany","Significant","","","",""
"340",29032,"GPT","15",NA,"4170.68-4170.68",51596742,51596782,"Guttural pouch tympany","Significant","","","",""
"341",29033,"GPT","15",NA,"4170.68-4170.68",52085252,52085292,"Guttural pouch tympany","Significant","","","",""
"342",29034,"GPT","15",NA,"4170.68-4170.68",52520430,52520470,"Guttural pouch tympany","Significant","","","",""
"343",29035,"GPT","15",NA,"4170.68-4170.68",53093059,53093099,"Guttural pouch tympany","Significant","","","",""
"344",29036,"GPT","15",NA,"4170.68-4170.68",53530188,53530228,"Guttural pouch tympany","Significant","","","",""
"345",29037,"GPT","15",NA,"4170.68-4170.68",54014448,54014488,"Guttural pouch tympany","Significant","","","",""
"346",29038,"GPT","15",NA,"4170.68-4170.68",55230313,55230353,"Guttural pouch tympany","Significant","","","",""
"347",29039,"GPT","15",NA,"4170.68-4170.68",57014222,57014262,"Guttural pouch tympany","Significant","","","",""
"348",29040,"GPT","15",NA,"4170.68-4170.68",59435307,59435347,"Guttural pouch tympany","Significant","","","",""
"349",29041,"GPT","15",NA,"4170.68-4170.68",60007457,60007497,"Guttural pouch tympany","Significant","","","",""
"350",29042,"GPT","15",NA,"4170.68-4170.68",60823205,60823245,"Guttural pouch tympany","Significant","","","",""
"351",29043,"GPT","15",NA,"4170.68-4170.68",61044034,61044074,"Guttural pouch tympany","Significant","","","",""
"352",29044,"GPT","15",NA,"4170.68-4170.68",61576918,61576958,"Guttural pouch tympany","Significant","","","",""
"353",29045,"GPT","15",NA,"4170.68-4170.68",62041628,62041668,"Guttural pouch tympany","Significant","","","",""
"354",29046,"GPT","15",NA,"4170.68-4170.68",62526667,62526707,"Guttural pouch tympany","Significant","","","",""
"355",29047,"GPT","15",NA,"4170.68-4170.68",63007310,63007350,"Guttural pouch tympany","Significant","","","",""
"356",29048,"GPT","15",NA,"4170.68-4170.68",63535639,63535679,"Guttural pouch tympany","Significant","","","",""
"357",29049,"GPT","15",NA,"4170.68-4170.68",66019450,66019490,"Guttural pouch tympany","Significant","","","",""
"358",29050,"GPT","15",NA,"4170.68-4170.68",66547015,66547055,"Guttural pouch tympany","Significant","","","",""
"359",29051,"GPT","15",NA,"4170.68-4170.68",67012835,67012875,"Guttural pouch tympany","Significant","","","",""
"360",29052,"GPT","15",NA,"4170.68-4170.68",69087971,69088011,"Guttural pouch tympany","Significant","","","",""
"361",29053,"GPT","15",NA,"4170.68-4170.68",71041520,71041560,"Guttural pouch tympany","Significant","","","",""
"362",29054,"GPT","15",NA,"4170.68-4170.68",71588337,71588377,"Guttural pouch tympany","Significant","","","",""
"363",29055,"GPT","15",NA,"4170.68-4170.68",72204265,72204305,"Guttural pouch tympany","Significant","","","",""
"364",29056,"GPT","15",NA,"4170.68-4170.68",72505377,72505417,"Guttural pouch tympany","Significant","","","",""
"365",29057,"GPT","15",NA,"4170.68-4170.68",73009700,73009740,"Guttural pouch tympany","Significant","","","",""
"366",29058,"GPT","15",NA,"4170.68-4170.68",73565711,73565751,"Guttural pouch tympany","Significant","","","",""
"367",29059,"GPT","15",NA,"4170.68-4170.68",74039680,74039720,"Guttural pouch tympany","Significant","","","",""
"368",29060,"GPT","15",NA,"4170.68-4170.68",74510947,74510987,"Guttural pouch tympany","Significant","","","",""
"369",29061,"GPT","15",NA,"4170.68-4170.68",75204626,75204666,"Guttural pouch tympany","Significant","","","",""
"370",29062,"GPT","15",NA,"4170.68-4170.68",75603960,75604000,"Guttural pouch tympany","Significant","","","",""
"371",29063,"GPT","15",NA,"4170.68-4170.68",76004145,76004185,"Guttural pouch tympany","Significant","","","",""
"372",29064,"GPT","15",NA,"4170.68-4170.68",76500607,76500647,"Guttural pouch tympany","Significant","","","",""
"373",29065,"GPT","15",NA,"4170.68-4170.68",77114760,77114800,"Guttural pouch tympany","Significant","","","",""
"374",29066,"GPT","15",NA,"4170.68-4170.68",77523679,77523719,"Guttural pouch tympany","Significant","","","",""
"375",29067,"GPT","15",NA,"4170.68-4170.68",78013499,78013539,"Guttural pouch tympany","Significant","","","",""
